Anime_ID,Title,Originated_From,Story_DNA,Popularity_Rank,Score,Reach_Members,Loyalty_Favourites,Main_Genre,Studios,Producers,Licensors,Episodes,Airing_Year,Rating
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Light novel,"Winter is approaching, and Myne—now an apprentice priestess—must prepare for her stay at the church and the upcoming Dedication Ceremony. However, due to her immense knowledge and extraordinary amount of mana, she has garnered the attention of many dangerous people, who are willing to do anything to get their hands on Myne.

To keep her safe, the Head Priest assigns Myne a bodyguard and advises her to be adopted by a noble, a decision that will force her to leave her family behind. As Myne is opposed to the idea, the Head Priest gives her an ultimatum: she can be with her family until she turns 10, but if she is deemed too unstable, she will immediately be dealt with.

Placed in a tough position, Myne is uncertain about her future. Despite the twists that may lie ahead, she will do whatever she can to protect those that she loves—even if it means giving up on her dream.

[Written by MAL Rewrite]",1436,8.07,189064,1002,Fantasy,Ajia-do,"[{'mal_id': 33, 'type': 'anime', 'name': 'WOWOW', 'url': 'https://myanimelist.net/anime/producer/33/WOWOW'}, {'mal_id': 460, 'type': 'anime', 'name': 'KlockWorx', 'url': 'https://myanimelist.net/anime/producer/460/KlockWorx'}, {'mal_id': 464, 'type': 'anime', 'name': 'flying DOG', 'url': 'https://myanimelist.net/anime/producer/464/flying_DOG'}, {'mal_id': 843, 'type': 'anime', 'name': 'BS Fuji', 'url': 'https://myanimelist.net/anime/producer/843/BS_Fuji'}, {'mal_id': 1492, 'type': 'anime', 'name': 'Yomiuri TV Enterprise', 'url': 'https://myanimelist.net/anime/producer/1492/Yomiuri_TV_Enterprise'}, {'mal_id': 1988, 'type': 'anime', 'name': 'TO Books', 'url': 'https://myanimelist.net/anime/producer/1988/TO_Books'}, {'mal_id': 1989, 'type': 'anime', 'name': 'JTB Next Creation', 'url': 'https://myanimelist.net/anime/producer/1989/JTB_Next_Creation'}, {'mal_id': 2222, 'type': 'anime', 'name': 'MediaNet Pictures', 'url': 'https://myanimelist.net/anime/producer/2222/MediaNet_Pictures'}, {'mal_id': 2431, 'type': 'anime', 'name': 'Happinet Phantom Studios', 'url': 'https://myanimelist.net/anime/producer/2431/Happinet_Phantom_Studios'}]","[{'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}]",10.0,2022.0,PG-13 - Teens 13 or older
39198,Kanata no Astra,Manga,"In the year 2063, space travel is feasible and commercially available. As the cheerful Aries Spring arrives at the spaceport to attend a camp on the distant planet McPa, her purse is suddenly snatched by a reckless thief. Luckily, the athletic Kanata Hoshijima is able to retrieve it for her, and Aries soon discovers that he is among the group of teenagers who will be traveling with her on the excursion as team B-5.

Upon arriving at their campsite, the group's trip takes a turn for the worse when a strange sphere of black light sucks them into the vast reaches of outer space. Stranded with seemingly no hope, they find an abandoned ship nearby that provides them with the means to return home. However, they soon discover that they are not as close to their campsite as they initially thought, but are in fact thousands of light-years away from home.

With this realization, the nine members must cautiously manage their resources, maintain their strength, and unite as one to conquer the darkness of space together. While the reason behind their trip's sudden obstruction remains unknown, they nevertheless embark on the treacherous voyage back home aboard their new ship, the Astra.

[Written by MAL Rewrite]",801,8.07,340228,3423,"Adventure, Award Winning, Mystery, Sci-Fi, Suspense",Lerche,"[{'mal_id': 238, 'type': 'anime', 'name': 'AT-X', 'url': 'https://myanimelist.net/anime/producer/238/AT-X'}, {'mal_id': 1334, 'type': 'anime', 'name': 'Docomo Anime Store', 'url': 'https://myanimelist.net/anime/producer/1334/Docomo_Anime_Store'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}, {'mal_id': 1551, 'type': 'anime', 'name': 'Kadokawa Media House', 'url': 'https://myanimelist.net/anime/producer/1551/Kadokawa_Media_House'}, {'mal_id': 1696, 'type': 'anime', 'name': 'Kadokawa', 'url': 'https://myanimelist.net/anime/producer/1696/Kadokawa'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",12.0,2019.0,PG-13 - Teens 13 or older
4938,Tsubasa: Shunraiki,Manga,"After the battle in Celes, Fai escapes with Kurogane's aid while helping Syaoran and Sakura as well. Now in the land of Nihon, Kurogane meets with Tomoyo once more. Seishirou appears and Syaoran battles him for the feather. After finally gaining the feather, he enters the Dream World where he meets Sakura, Watanuki and the Clone.

(Source: Metacritic)",3045,8.07,65158,253,"Action, Adventure, Drama, Fantasy, Romance",Production I.G,"[{'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",2.0,,R - 17+ (violence & profanity)
3901,Baccano! Specials,Light novel,"In 1929, Ladd Russo spared Graham Specter's life and earned his unwavering loyalty. Three years later, Graham is infuriated upon learning that Ladd was pushed off the train after the events aboard the Flying Pussyfoot. As a man of bizarre yet passionate philosophies, he plans to make an offering to Ladd by kidnapping Eve Genoard and subsequently capturing Jacuzzi Splot, who has been living in the Genoard mansion with his gang.

Meanwhile, Jacuzzi and his gang take in an unfamiliar woman, Elmer C. Albatross pays a visit to the prison to meet an old friend, and Czeslaw Meyer runs into the man he hoped he would never see again.

These seemingly separate storylines merge, tying up several loose ends and revealing the whole truth of the anomaly that occurred aboard the Advena Avis in 1711.

[Written by MAL Rewrite]",1460,8.07,186009,310,"Action, Mystery, Supernatural",Brain's Base,"[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}, {'mal_id': 493, 'type': 'anime', 'name': 'Aniplex of America', 'url': 'https://myanimelist.net/anime/producer/493/Aniplex_of_America'}]",3.0,,R - 17+ (violence & profanity)
50796,Kimi wa Houkago Insomnia,Manga,"High schooler Ganta Nakami has trouble falling asleep most nights. As a result, he is irritable at school, always searching for an opportunity to find a secluded place to doze off. On the other hand, Isaki Magari is a free spirit who is well liked by her friends, but no one is aware of her sleep disorder. She makes use of the school's abandoned astronomy club observatory as her secret sleeping bunker when she needs to get some shut-eye. 

As fate would have it, Nakami finds Magari napping in the observatory. When Magari discovers that she and Nakami have something in common, she offers to share her secret sleeping spot with her fellow insomniac. As the two find warmth in each other's company, the struggles they face start to become easier to confront.

[Written by MAL Rewrite]",1036,8.07,267712,2444,Romance,LIDENFILMS,"[{'mal_id': 16, 'type': 'anime', 'name': 'TV Tokyo', 'url': 'https://myanimelist.net/anime/producer/16/TV_Tokyo'}, {'mal_id': 144, 'type': 'anime', 'name': 'Pony Canyon', 'url': 'https://myanimelist.net/anime/producer/144/Pony_Canyon'}, {'mal_id': 539, 'type': 'anime', 'name': 'Ultra Super Pictures', 'url': 'https://myanimelist.net/anime/producer/539/Ultra_Super_Pictures'}, {'mal_id': 1430, 'type': 'anime', 'name': 'Shogakukan', 'url': 'https://myanimelist.net/anime/producer/1430/Shogakukan'}, {'mal_id': 1996, 'type': 'anime', 'name': 'MAGNET', 'url': 'https://myanimelist.net/anime/producer/1996/MAGNET'}, {'mal_id': 2684, 'type': 'anime', 'name': 'CHOCOLATE', 'url': 'https://myanimelist.net/anime/producer/2684/CHOCOLATE'}]","[{'mal_id': 376, 'type': 'anime', 'name': 'Sentai Filmworks', 'url': 'https://myanimelist.net/anime/producer/376/Sentai_Filmworks'}]",13.0,2023.0,PG-13 - Teens 13 or older
34076,Uchouten Kazoku 2,Novel,"After uncovering the truth behind their father's untimely death, life for the four Shimogamo brothers returns to relative peace with each trying to live up to their father's greatness in their own way. For the eldest, Yaichirou, who aims to become the next Trick Magister and leader of the tanuki society, it starts with reinstating the popular shogi tournament. For Yajirou, it is restoring his former shapeshifting abilities, whilst little Yashirou is content with continuing his work at the family’s factory. But for the third son, Yasaburou, it simply means embracing the ""fool's blood"" he inherited from his father and living a carefree but interesting life. This, of course, includes hunting for the mysterious and elusive snake-like creature known as a tsuchinoko, and causing ripples of trouble at every turn.

However, these ripples threaten to turn into waves with the return of Nidaime, the estranged son of the brothers' tengu teacher, Professor Akadama. Nidaime bears a grudge against not only his father, but his father's apprentice Benten as well. His loyalties suddenly brought into question, Yasaburou must use his tanuki wit to appease all sides without getting caught in the crossfire, before the delicate balance between human, tengu, and tanuki is overthrown and all hell breaks loose.

[Written by MAL Rewrite]",2955,8.07,68949,315,"Drama, Supernatural",P.A. Works,"[{'mal_id': 104, 'type': 'anime', 'name': 'Lantis', 'url': 'https://myanimelist.net/anime/producer/104/Lantis'}, {'mal_id': 1261, 'type': 'anime', 'name': 'Good Smile Company', 'url': 'https://myanimelist.net/anime/producer/1261/Good_Smile_Company'}, {'mal_id': 1334, 'type': 'anime', 'name': 'Docomo Anime Store', 'url': 'https://myanimelist.net/anime/producer/1334/Docomo_Anime_Store'}, {'mal_id': 1492, 'type': 'anime', 'name': 'Yomiuri TV Enterprise', 'url': 'https://myanimelist.net/anime/producer/1492/Yomiuri_TV_Enterprise'}, {'mal_id': 1542, 'type': 'anime', 'name': 'DMM.com', 'url': 'https://myanimelist.net/anime/producer/1542/DMMcom'}, {'mal_id': 1587, 'type': 'anime', 'name': 'Cygames', 'url': 'https://myanimelist.net/anime/producer/1587/Cygames'}]",[],12.0,2017.0,PG-13 - Teens 13 or older
1471,City Hunter 2,Manga,"Ryo Saeba is a private detective, but has another face as a sweeper who cleans the city of evil. He is able enough, but has a bad habit of getting over-excited about beautiful women. It is his partner Kaori Makimura's job to protect those beautiful female clients from Ryo's sexual harassment.

(Source: Sunrise)",4485,8.07,31226,181,"Action, Comedy, Mystery",Sunrise,[],"[{'mal_id': 97, 'type': 'anime', 'name': 'ADV Films', 'url': 'https://myanimelist.net/anime/producer/97/ADV_Films'}, {'mal_id': 467, 'type': 'anime', 'name': 'Discotek Media', 'url': 'https://myanimelist.net/anime/producer/467/Discotek_Media'}]",63.0,1988.0,PG-13 - Teens 13 or older
135,Hikaru no Go,Manga,"While searching through his grandfather's attic, Hikaru Shindou stumbles upon an old go board. Touching it, he is greeted by a mysterious voice, and soon after falls unconscious. When he regains his senses, he discovers that the voice is still present and belongs to Fujiwara no Sai, the spirit of an ancient go expert. A go instructor for the Japanese Emperor in the Heian Era, Sai's passion for the game transcends time and space, allowing him to continue playing his beloved game as a ghostly entity. Sai's ultimate goal is to master a divine go technique that no player has achieved so far, and he seeks to accomplish this by playing the board game through Hikaru.

Despite having no interest in board games, Hikaru reluctantly agrees to play, executing moves as instructed by Sai. However, when he encounters the young go prodigy Akira Touya, a passion for the game is slowly ignited within him. Inspired by his newfound rival, Hikaru's journey into the world of go is just beginning.

[Written by MAL Rewrite]",1751,8.07,148721,2542,"Comedy, Drama, Supernatural",Studio Pierrot,"[{'mal_id': 16, 'type': 'anime', 'name': 'TV Tokyo', 'url': 'https://myanimelist.net/anime/producer/16/TV_Tokyo'}, {'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 399, 'type': 'anime', 'name': 'Dream Force', 'url': 'https://myanimelist.net/anime/producer/399/Dream_Force'}]","[{'mal_id': 119, 'type': 'anime', 'name': 'VIZ Media', 'url': 'https://myanimelist.net/anime/producer/119/VIZ_Media'}]",75.0,2001.0,PG-13 - Teens 13 or older
24833,Ansatsu Kyoushitsu,Manga,"Tucked in the mountains near the elite Kunugigaoka Middle School lies a small derelict building that houses the delinquents and dropouts of Class 3-E. Looked down upon by their peers, the students in this class appear to have little hope in advancing their academic careers. That is, until the national government tasks them with eliminating the greatest threat to their planet: their new teacher. 

Having already destroyed the moon, the octopus-like professor—dubbed ""Koro-sensei""—has now threatened to destroy the Earth by March of the following year. In light of their mission, the students have found that killing him is easier said than done. Not only can Koro-sensei move at speeds of up to Mach 20, but he can also resist almost every earthly weapon. Ironically, he also proves to be one of the best teachers Class 3-E has ever had. Training the class to excel in both their studies as students and skills as assassins, Koro-sensei is confident that his students' ingenuity and indomitable will could return them to the main campus. 

Through trial and error, Nagisa Shiota, as well as the other students of Class 3-E, must figure out Koro-sensei's weaknesses—and fast, for the very fate of the world depends upon it.

[Written by MAL Rewrite]",33,8.07,2185964,31245,"Action, Comedy",Lerche,"[{'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 101, 'type': 'anime', 'name': 'Studio Hibari', 'url': 'https://myanimelist.net/anime/producer/101/Studio_Hibari'}, {'mal_id': 169, 'type': 'anime', 'name': 'Fuji TV', 'url': 'https://myanimelist.net/anime/producer/169/Fuji_TV'}, {'mal_id': 315, 'type': 'anime', 'name': 'DAX Production', 'url': 'https://myanimelist.net/anime/producer/315/DAX_Production'}, {'mal_id': 843, 'type': 'anime', 'name': 'BS Fuji', 'url': 'https://myanimelist.net/anime/producer/843/BS_Fuji'}, {'mal_id': 1284, 'type': 'anime', 'name': 'Avex Pictures', 'url': 'https://myanimelist.net/anime/producer/1284/Avex_Pictures'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",22.0,2015.0,PG-13 - Teens 13 or older
60602,MF Ghost 3rd Season,Manga,Third season of MF Ghost.,5084,8.06,23575,69,Drama,Felix Film,"[{'mal_id': 140, 'type': 'anime', 'name': 'Animax', 'url': 'https://myanimelist.net/anime/producer/140/Animax'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}, {'mal_id': 1284, 'type': 'anime', 'name': 'Avex Pictures', 'url': 'https://myanimelist.net/anime/producer/1284/Avex_Pictures'}, {'mal_id': 1345, 'type': 'anime', 'name': 'Sammy', 'url': 'https://myanimelist.net/anime/producer/1345/Sammy'}, {'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}, {'mal_id': 1499, 'type': 'anime', 'name': 'Techno Sound', 'url': 'https://myanimelist.net/anime/producer/1499/Techno_Sound'}]",[],,2026.0,PG-13 - Teens 13 or older
59828,Shoushimin Series 2nd Season,Novel,"First-year student Takahiko Urino aspires to write something truly original for the school newspaper, Furnado Monthly. Encouraged by his girlfriend, Yuki Osanai—a seemingly average second-year student—Urino convinces the newspaper club to let him pursue an unusual story. A case of small-scale fires has escalated into serial arson, and Urino intends to predict the locations of future fires and identify the culprit. But his obsession with the case does not always reflect well on the club, and Osanai may not be so fond of her boyfriend's growing arrogance.

Meanwhile, another supposedly unexceptional student, Jougorou Kobato, spends uneventful days with his girlfriend, Tokiko Nakamaru. However, when he witnesses a fire tied to a past case and Osanai herself, Kobato cannot help but slip back into his old, less-than-ordinary habits in search of the truth.

[Written by MAL Rewrite]",3434,8.06,52519,336,Mystery,Lapin Track,"[{'mal_id': 55, 'type': 'anime', 'name': 'TV Asahi', 'url': 'https://myanimelist.net/anime/producer/55/TV_Asahi'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 460, 'type': 'anime', 'name': 'KlockWorx', 'url': 'https://myanimelist.net/anime/producer/460/KlockWorx'}, {'mal_id': 1366, 'type': 'anime', 'name': 'Nagoya Broadcasting Network', 'url': 'https://myanimelist.net/anime/producer/1366/Nagoya_Broadcasting_Network'}, {'mal_id': 1659, 'type': 'anime', 'name': 'AbemaTV', 'url': 'https://myanimelist.net/anime/producer/1659/AbemaTV'}, {'mal_id': 2074, 'type': 'anime', 'name': 'Bit grooove promotion', 'url': 'https://myanimelist.net/anime/producer/2074/Bit_grooove_promotion'}, {'mal_id': 2185, 'type': 'anime', 'name': 'BS Asahi', 'url': 'https://myanimelist.net/anime/producer/2185/BS_Asahi'}, {'mal_id': 2234, 'type': 'anime', 'name': 'TV Asahi Music', 'url': 'https://myanimelist.net/anime/producer/2234/TV_Asahi_Music'}, {'mal_id': 3063, 'type': 'anime', 'name': 'Anici', 'url': 'https://myanimelist.net/anime/producer/3063/Anici'}, {'mal_id': 3108, 'type': 'anime', 'name': 'Tokyo Sogensha', 'url': 'https://myanimelist.net/anime/producer/3108/Tokyo_Sogensha'}]",[],12.0,2025.0,PG-13 - Teens 13 or older
59229,Enen no Shouboutai: San no Shou Part 2,Manga,Second part of Enen no Shouboutai: San no Shou.,1928,8.06,132767,272,"Action, Fantasy, Sci-Fi",David Production,"[{'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}, {'mal_id': 306, 'type': 'anime', 'name': 'Magic Capsule', 'url': 'https://myanimelist.net/anime/producer/306/Magic_Capsule'}, {'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}, {'mal_id': 1542, 'type': 'anime', 'name': 'DMM.com', 'url': 'https://myanimelist.net/anime/producer/1542/DMMcom'}, {'mal_id': 2232, 'type': 'anime', 'name': 'ADK Marketing Solutions', 'url': 'https://myanimelist.net/anime/producer/2232/ADK_Marketing_Solutions'}, {'mal_id': 2680, 'type': 'anime', 'name': 'Sankyo', 'url': 'https://myanimelist.net/anime/producer/2680/Sankyo_'}]",[],13.0,2026.0,PG-13 - Teens 13 or older
56980,Karasu wa Aruji wo Erabanai,Novel,"In the Kingdom of Yamauchi, people have the ability to transform into three-legged crows known as yatagarasu. While the men plot over daily governance, women compete for the hand of Wakamiya, the crown prince who was selected as the Kinu, the servant to the Mountain God. Four young women arrive at the court to join the competition, including one named Asebi.

While the kind and innocent Asebi sticks out like a sore thumb compared to the other women, the crown prince has to fight for his place in the clan. Despite being born both to a concubine and as a second son, the royal priests still chose Wakamiya to be the Kinu over his older brother. This decision created a rift between the siblings while enraging Wakamiya's stepmother in the process. 

When Yukiya, one of the teenage sons of the village chief, is sent to the palace to become Wakamiya's new attendant, the prince  is not pleased in the slightest. However, Yukiya's presence at the imperial courts is no mere coincidence.

[Written by MAL Rewrite]",3214,8.06,58817,490,"Drama, Fantasy",Studio Pierrot,"[{'mal_id': 111, 'type': 'anime', 'name': 'NHK', 'url': 'https://myanimelist.net/anime/producer/111/NHK'}, {'mal_id': 1797, 'type': 'anime', 'name': 'NHK Enterprises', 'url': 'https://myanimelist.net/anime/producer/1797/NHK_Enterprises'}]",[],20.0,2024.0,PG-13 - Teens 13 or older
56653,BanG Dream! Ave Mujica,Mixed media,"The day Sakiko Togawa's privileged life crumbled, she painfully broke her vow to CRYCHIC and left the band behind—an act that tore her heart in two. As days fade into nights, she struggles to make ends meet until a certain cherished memory is tainted, pushing her to the edge.

Driven by a fractured sense of purpose and the need to reclaim what she lost, Sakiko forms Ave Mujica, a masked symphonic metal band. Its members are bound not by a shared goal but by the fragile threads of their divergent desires. Together, they weave a haunting masquerade of loss and rebirth, captivating audiences with a gothic musical stage play. But as the girls' ideals collide, the scars of their pasts rear their ugly heads. The brittle facade the girls have built threatens to collapse beneath them, bringing Sakiko to the verge of falling apart.

[Written by MAL Rewrite]",4358,8.06,33465,792,Drama,SANZIGEN,"[{'mal_id': 539, 'type': 'anime', 'name': 'Ultra Super Pictures', 'url': 'https://myanimelist.net/anime/producer/539/Ultra_Super_Pictures'}, {'mal_id': 775, 'type': 'anime', 'name': 'Bushiroad', 'url': 'https://myanimelist.net/anime/producer/775/Bushiroad'}, {'mal_id': 1211, 'type': 'anime', 'name': 'Tokyo MX', 'url': 'https://myanimelist.net/anime/producer/1211/Tokyo_MX'}, {'mal_id': 1261, 'type': 'anime', 'name': 'Good Smile Company', 'url': 'https://myanimelist.net/anime/producer/1261/Good_Smile_Company'}, {'mal_id': 1634, 'type': 'anime', 'name': 'Bushiroad Music', 'url': 'https://myanimelist.net/anime/producer/1634/Bushiroad_Music'}, {'mal_id': 2015, 'type': 'anime', 'name': 'HoriPro International', 'url': 'https://myanimelist.net/anime/producer/2015/HoriPro_International'}]",[],13.0,2025.0,PG-13 - Teens 13 or older
51836,Douluo Dalu II: Jueshi Tangmen,Web novel,"A strange continent in another world.

No magic, no battle qi, no martial arts, only martial spirits. Ten thousand years after the Tang clan was founded on the Douluo continent, the Tang clan has declined to the verge of extinction.

A whole new generation of proud talents has been born. Will the new generation of the Seven monsters of Shrek be able to reestablish the Tang Clan and compose a new tale of greatness for the unrivaled Tang Clan?

(Source: IMDB)",8399,8.06,6678,108,"Action, Adventure, Fantasy",Sparkly Key Animation Studio,"[{'mal_id': 1727, 'type': 'anime', 'name': 'Tencent Video', 'url': 'https://myanimelist.net/anime/producer/1727/Tencent_Video'}, {'mal_id': 2615, 'type': 'anime', 'name': 'Xuanshi Tangmen', 'url': 'https://myanimelist.net/anime/producer/2615/Xuanshi_Tangmen'}]",[],156.0,,PG-13 - Teens 13 or older
53887,Spy x Family Season 2,Manga,"With her ability to read minds, Anya Forger is the only one who knows the true identities of her unconventional family. Her pretend father Loid operates as an elite spy code-named Twilight; her mother Yor kills on demand as the assassin Thorn Princess; and their dog, Bond, possesses the gift of precognition. Although they hide the truth from each other, this pretense of a perfectly ordinary family provides Anya with the genuine love and warmth that she longed for as an orphan.

Operation Strix—Loid's special mission to avoid potential war by gathering vital information and getting close to the powerful political figure, Donovan Desmond—is only possible if Anya plays her part right. She can either excel academically and become an Imperial Scholar at her prestigious school or make friends with Donovan's son, Damian. Neither is exactly easy, but with her adventurous attitude, Anya throws herself wholeheartedly into her mission as a Forger—all for the sake of international peace.

[Written by MAL Rewrite]",369,8.06,653898,3776,"Action, Comedy","Wit Studio, CloverWorks","[{'mal_id': 16, 'type': 'anime', 'name': 'TV Tokyo', 'url': 'https://myanimelist.net/anime/producer/16/TV_Tokyo'}, {'mal_id': 62, 'type': 'anime', 'name': 'Shogakukan-Shueisha Productions', 'url': 'https://myanimelist.net/anime/producer/62/Shogakukan-Shueisha_Productions'}, {'mal_id': 1143, 'type': 'anime', 'name': 'TOHO animation', 'url': 'https://myanimelist.net/anime/producer/1143/TOHO_animation'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}, {'mal_id': 2512, 'type': 'anime', 'name': 'Studio Easter', 'url': 'https://myanimelist.net/anime/producer/2512/Studio_Easter'}]","[{'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}]",12.0,2023.0,PG-13 - Teens 13 or older
31149,Persona 3 the Movie 4: Winter of Rebirth,Game,"""The time of destruction is coming ever closer without a doubt. It cannot be stopped.""
To know death, to gaze at death, to face death.

Makoto and his allies have grown through the many meetings and partings they have experienced.

Their fight might not be for the sake of the world, but for themselves. Even so, they have continued to fight, believing that there are peaceful days waiting at the end of the battle.

However, a boy says that destruction is the fate that humanity must shoulder. The boy they believed to be their friend tells them the truth of the situation without an emotion on his face.

The season changes to winter. Makoto makes a decision in order to greet the spring that is waiting beyond...

(Source: ANN)",2619,8.06,84306,852,"Action, Supernatural",A-1 Pictures,"[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 127, 'type': 'anime', 'name': 'Yomiko Advertising', 'url': 'https://myanimelist.net/anime/producer/127/Yomiko_Advertising'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 344, 'type': 'anime', 'name': 'Atlus', 'url': 'https://myanimelist.net/anime/producer/344/Atlus'}, {'mal_id': 1488, 'type': 'anime', 'name': 'Hakuhodo DY Media Partners', 'url': 'https://myanimelist.net/anime/producer/1488/Hakuhodo_DY_Media_Partners'}]",[],1.0,,R - 17+ (violence & profanity)
31251,Kidou Senshi Gundam: Tekketsu no Orphans,Original,"Over three hundred years have passed since the Calamity War, the great conflict between Earth and its outer space colonies. Now Earth is ruled over by four economic blocs, and the military organization Gjallarhorn is responsible for keeping the peace. Mars, on the other hand, depends heavily on Earth's economy.

Horrified by the appalling living conditions that Mars' inhabitants have to bear, Kudelia Aina Bernstein, a young aristocrat from the Chryse Autonomous Region, gets involved in the Red Planet's independence movement. She hires the services of a local company, Chryse Guard Security (CGS), to escort her on the journey to Earth to negotiate economic conditions with the earthly bloc that controls the region. The Third Army Division—consisting of Mikazuki Augus, Orga Itsuka, and many other child soldiers—are chosen to protect her.

When Gjallarhorn attacks the CGS facilities to assassinate the young revolutionary threatening their interests, Orga and his comrades must not let the attackers accomplish their goal—in fact, Gjallarhorn's actions might turn out to be the unintentional catalyst that leads the children to be the forgers of their own destiny.

[Written by MAL Rewrite]",1030,8.06,269478,3625,"Drama, Sci-Fi",Sunrise,"[{'mal_id': 64, 'type': 'anime', 'name': 'Sotsu', 'url': 'https://myanimelist.net/anime/producer/64/Sotsu'}, {'mal_id': 142, 'type': 'anime', 'name': 'Asatsu DK', 'url': 'https://myanimelist.net/anime/producer/142/Asatsu_DK'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",25.0,2015.0,R - 17+ (violence & profanity)
40080,Quanzhi Gaoshou: Dianfeng Rongyao,Web novel,"Two years ago, Glory started out as just another MMORPG, but its real-world influence has grown as more countries begin to recognize esports as an official sport. Now, in China, arrangements are being made to hold the first professional league of Glory, culminating in the Glory Championship.

Friends Ye Qiu and Su Muqiu both aspire to make a career out of esports. However, due to personal reasons, Ye Qiu has been hesitant until now to chase his dream onto the national stage. When the two boys finally agree to form their own team, they are supported by Tao Xuan, their boss and the owner of Excellent Era internet cafe, after which they name their team. And so, Team Excellent Era sets their sights on defeating all opponents who stand in their way of reaching the ultimate summit of Glory.

[Written by MAL Rewrite]",3298,8.06,56384,140,Action,Colored Pencil Animation,"[{'mal_id': 1414, 'type': 'anime', 'name': 'bilibili', 'url': 'https://myanimelist.net/anime/producer/1414/bilibili'}, {'mal_id': 1728, 'type': 'anime', 'name': 'China Literature Limited', 'url': 'https://myanimelist.net/anime/producer/1728/China_Literature_Limited'}, {'mal_id': 1831, 'type': 'anime', 'name': 'Colored Pencil Animation Japan', 'url': 'https://myanimelist.net/anime/producer/1831/Colored_Pencil_Animation_Japan'}]",[],1.0,,PG-13 - Teens 13 or older
